id,subject_name,frequency
4206759-5,Satellitendynamik,4
4078299-2,Tieftemperaturtechnik,4
4038824-4,Sensor,4
4145578-2,Binnenschiff,4
4041169-2,Nahverkehr,4
4018406-7,Tourismus,4
7651795-0,Mathematische Modellierung,4
4059360-5,Telekommunikation,4
4368704-0,Hindernis,4
4062909-0,Verkehrsbedienung,4
4154763-9,Flugpassagier,4
4417807-4,Mikrowellenplasma,4
4138305-9,Mechanische Schwingung,4
4066375-9,Wirbelstromverfahren,4
4047987-0,Quanteninterferometer,4
4223741-5,Nietverbindung,4
4062940-5,Verkehrsinvestition,4
4001573-7,Aluminium,4
4129183-9,Verbindungstechnik,4
4052449-8,Schiffsunfall,4
4179367-5,Schallmessung,4
4187137-6,Unwuchtschwingung,4
4120509-1,Internationaler Vergleich,4
4049275-8,Reise,4
4124948-3,Gewitter,4
4213292-7,Transrapid,3
4458418-0,Hanomag,3
4136102-7,Rekonstruktion,3
4033971-3,Lackierung,3
4317872-8,Liegerad,3
4113407-2,Eisenbahnreise,3
4129621-7,Winterdienst,3
4456131-3,Bordradar,3
4042626-9,Normung,3
4072819-5,Innenarchitektur,3
4163525-5,Kavitation,3
4191103-9,Zugang,3
4143413-4,Aufsatzsammlung,3
4176765-2,Radar,3
4513273-2,Autobahnnetz,3
4116522-6,Softwareentwicklung,3
4121677-5,Softwarearchitektur,3
4178546-0,Rotordynamik,3
4160722-3,Hubschrauberrotor,3
4133764-5,Fehlererkennung,3
4151718-0,Elektrische Aufladung,3
4450741-0,Wohnstandort,3
4142753-1,Antriebsregelung,3
4131349-5,Meereis,3
4130125-0,Raumstruktur,3
4205974-4,Motorisierung,3
4474079-7,City-Logistik,3
4120997-7,Berechnung,3
4113987-2,ICE,3
4036283-8,Lokomotive,3
4485368-3,Schiffsfrachtverkehr,3
4367346-6,Bequemlichkeit,3
4032522-2,Korrosionsschutz,3
4057884-7,Straßenbahn,3
4179877-6,Schnellstraße,3
4146169-1,Bodenstation,3
4114301-2,Kraftfahrzeugrad,3
4057883-5,Straße,3
4222416-0,Highway,3
4128633-9,Meerestechnik,3
4154743-3,Flugbahn,3
4390751-9,Altauto,3
4210346-0,Feldbus,3
4381631-9,Raumanzug,3
4469562-7,Luftschiffbau,3
4186853-5,Unfallursache,3
4268553-9,Eisenbahngesellschaft,3
4282633-0,Nebenaggregat,3
4438735-0,Treibhausgas,3
4005541-3,Benutzerfreundlichkeit,3
4124022-4,Rakete,3
4010996-3,Dampfschiff,3
4313183-9,Flugplan,3
4018370-1,Freistrahl,3
4128252-8,Kommunikationsprotokoll,3
7658958-4,Schwingungsakustik,3
4054001-7,Schwingungsbelastung,3
4137151-3,Kernenergieantrieb,3
4515524-0,Eisenbahnsignalanlage,3
4191115-5,Zugsicherung,3
4389058-1,Mehragentensystem,3
4014196-2,Elektrische Bahn,3
4116673-5,Systemanalyse,3
4005461-5,Bemessung,3
4542738-0,Paralleler Hybrid,3
4457534-8,Temperaturverhalten,3
7707703-9,Bremsassistent,3
4154774-3,Flugverhalten,3
4171198-1,Nasse Fahrbahn,3
4063158-8,Verschmutzung,3
4000124-6,Abgaskatalysator,3
4493706-4,Erdgasantrieb,3
7681721-0,Lithium-Ionen-Akkumulator,3
4123687-7,Luftschall,3
4328790-6,Echtzeitsimulation,3
4038803-7,Messwerterfassung,3
7544630-3,Fahrzyklus,3
4114575-6,Messtechnik,3
4066387-5,Wirkungsgrad,3
4038804-9,Messwertverarbeitung,3
4125733-9,Landstraße,3
4126276-1,Technisches System,3
4128006-4,Motor,3
4062926-0,Verkehrserziehung,3
4125547-1,Fahrzeugschwingung,3
4166350-0,Lackieren,3
4073754-8,Kraftstoff,3
4059185-2,Taxi,3
4182733-8,Stadtautobahn,3
4740654-9,Flugroute,3
4223326-4,Autobahnbau,3
4123192-2,Fehlertoleranz,3
4176776-7,Radarsignal,3
4267841-9,Autofahren,3
7658899-3,Unbemanntes Fahrzeug,3
4021908-2,Gravitation,3
4166403-6,Ladungswechsel,3
4060847-5,Tribologie,3
4167607-5,Lidar,3
4220659-5,Fahrzeugsitz,3
4026861-5,Industrieroboter,3
4129683-7,Handhabungstechnik,3
4002210-9,Antenne,3
4206329-2,Lagemessung,3
4620450-7,Lebenserhaltungssystem,3
1075612675,Cyberattacke,3
4226174-0,Strukturdynamik,3
4158719-4,Hafenbau,3
4185934-0,Transportsystem,3
4153891-2,Feinstaub,3
4333165-8,Particle-Image-Velocimetry,3
4176775-5,Radarortung,3
4313254-6,Luftwiderstand,3
4156771-7,Geotechnik,3
4280406-1,Versuchsanlage,3
4157568-4,Gleisbau,3
4329066-8,MATLAB,3
4307964-7,Sensorsystem,3
4136513-6,Metallischer Werkstoff,3
4136909-9,Fahrer,3
4059277-7,Technologietransfer,3
4522227-7,Brake-by-wire,3
4063153-9,Verschleiß,3
4032317-1,Kontrolltheorie,3
4254294-7,Stickstoffoxidemission,3
4057757-0,Stoßbeanspruchung,3
1135597375,Deep learning,3
4017975-8,Fortbewegung,3
1262258251,Brennstoffzellenfahrzeug,3
4146312-2,Bordcomputer,3
4450903-0,Polymer-Elektrolytmembran-Brennstoffzelle,3
4793676-9,Schwarmintelligenz,3
4132964-8,Nichtlineare Regelung,3
4221751-9,Bordinstrument,3
4140478-6,Positionierung,3
4054947-1,Signalverarbeitung,3
4314334-9,Objekterkennung,3
4684292-5,Sicherheitsanalyse,3
4116496-9,Siedlungsstruktur,3
4059261-3,Technisches Denkmal,3
4133722-0,Dieseleinspritzanlage,3
4137733-3,Jachtbau,3
4041447-4,Nautik,3
4184401-4,Tankschiff,3
4120572-8,Klimaanlage,3
4140648-5,Titan,3
4442360-3,Fly by wire,3
4140475-0,Dynamisches Verhalten,3
4272354-1,Antiblockiersystem,3
4179597-0,Schiffswiderstand,3
4113196-4,CAE,3
4228469-7,Bug,3
4644751-9,Airbus 380,3
4551489-6,Ruderanlage,3
4596653-9,Kentern,3
4528685-1,Kraftstoffanlage,3
4183811-7,Strukturoptimierung,3
4756620-6,KEP-Dienst,3
7540330-4,Vermittlung,3
4134341-4,Faserverbundwerkstoff,3
4710810-1,Forschungsflugzeug,3
4151486-5,Eisenbahnfahrzeug,3
4018398-1,Freizeitverkehr,3
4581632-3,Infrarotkamera,3
4415889-0,Schiffsoffizier,3
4011123-4,Datenerfassung,3
4153178-4,Schallortung,3
4206780-7,Schwerlastverkehr,3
4346640-0,Schiffsklassifikation,3
4121611-8,Schallfeld,3
4540327-2,Zweiradmechaniker,3
4010520-9,Containerverkehr,3
4019416-4,Gasturbine,3
4068234-1,Zweitaktmotor,3
4007096-7,Bleiakkumulator,3
4226177-6,Modalanalyse,3
4035633-4,Lichttechnik,3
4269073-0,Routing,3
4240945-7,Monte-Carlo-Simulation,3
4139312-0,Konstruieren,3
4154747-0,Flugboot,2
4444829-6,Triebfahrzeug,2
4134796-1,Privatbahn,2
4004361-7,Ballonfahrt,2
4259255-0,Hydroakustik,2
4014054-4,Eisenbahnwagen,2
4064240-9,Wagen,2
4381028-7,Fahrzeit,2
4018026-8,Frachtschiff,2
4301232-2,Airbag,2
4648204-0,Abblendlicht,2
4133182-5,Spiegelung,2
4121387-7,Großprojekt,2
4132506-0,Handelsschifffahrt,2
4033203-2,Krise,2
4052413-9,Schiffsbesatzung,2
4190792-9,Zielerkennung,2
4180562-8,Schwingungsanregung,2
1025494687,Programmierung durch Vormachen,2
4333112-9,Teilnetz,2
4513722-5,Abschaltung,2
4314339-8,Netzwerkverwaltung,2
4140044-6,Seilbahn,2
4013113-0,Druckmessung,2
1023785544,GNSS,2
4031975-1,Kompass,2
4158614-1,Gyroskop,2
1069505412,Cyber-physisches System,2
4034354-6,Landschaftsplanung,2
4070083-5,Computer,2
4419012-8,Gieren,2
4189087-5,Wankbewegung,2
4649244-6,Mercury-Programm,2
4206228-7,Fahrgeschwindigkeit,2
4590541-1,Abbiegespur,2
4265845-7,Nachrichtenverkehr,2
4338572-2,CAN-Bus,2
4208537-8,Netzwerktopologie,2
103827706X,Vehicle to Grid,2
4148995-0,Deformationsverhalten,2
4282622-6,Karosserieblech,2
4056834-9,Stahl,2
7547278-8,Metamaterial,2
4066804-6,Wohnungswechsel,2
4061616-2,Umwelt,2
4031648-8,Kohlendioxid,2
4227659-7,Dreidimensionales CAD,2
4174797-5,Planetengetriebe,2
1212472446,Communication-Based Train Control,2
1312926775,Ferngesteuertes Luftfahrtsystem,2
4197651-4,Straßenkreuzung,2
4334087-8,Erreichbarkeit,2
4506557-3,Felge,2
4168291-9,Luftverunreinigender Stoff,2
4304967-9,Elektrotriebwagen,2
4342007-2,Transportdienst,2
4187841-3,Verkehrsverteilung,2
4183599-2,Straßenverkehrstechnik,2
4017660-5,Flugreise,2
4557653-1,Astronautin,2
4191670-0,Bahnbetriebsunfall,2
4661178-2,Biodiesel,2
4145658-0,Biokraftstoff,2
4247626-4,Landverkehr,2
4177063-8,Raumflug,2
4014161-5,Elastomechanik,2
4126141-0,Nichtlineare Dynamik,2
4177425-5,Regionalisierung,2
4154093-1,Fernstraßenbau,2
4011130-1,Datennetz,2
4152230-8,Energiespeicher,2
4128418-5,Hybridmotor,2
4074685-9,Meereskunde,2
4159653-5,Herstellung,2
4054232-4,Segelschiff,2
4195351-4,Lokalisation,2
4020216-1,Geografie,2
4257775-5,Multisensor,2
4139311-9,Methodisches Konstruieren,2
4133709-8,Verkehrsleittechnik,2
4054609-3,Serienfertigung,2
4142352-5,Analytische Methode,2
4154148-0,Fertigungsleitsystem,2
4304916-3,Systemmodell,2
4128128-7,Anpassung,2
4396122-8,Marsfahrzeug,2
4059219-4,Technische Akustik,2
4357373-3,Abfertigung,2
4163880-3,Kinetische Energie,2
4694120-4,Mobile Computing,2
4154746-9,Flugbetrieb,2
4015223-6,Erfindung,2
4003311-9,Astronomie,2
4045956-1,Physik,2
4077814-9,Stadtviertel,2
4027151-1,Instandsetzung,2
4130462-7,Kleben,2
4056995-0,Statistik,2
4326738-5,Bahnelement,2
4157215-4,Getriebelehre,2
4014308-9,Elektrische Maschine,2
4197554-6,Wissensbasiertes System,2
4200802-5,Maßnahme,2
4151928-0,Elektronisches Stellwerk,2
4079184-1,Werkstoffkunde,2
4003326-0,Astrophysik,2
4061585-6,Umformen,2
4176077-3,Prozesssimulation,2
4059276-5,Technologie,2
4166225-8,Kurvenfahrt,2
4132682-9,Schiffsbetriebstechnik,2
4468716-3,Rennmotor,2
4153563-7,Fahrplan,2
7567095-1,Lasergenerieren,2
4331842-3,Abgasuntersuchung,2
4480546-9,SIMULINK,2
4172577-3,Omnibuslinienverkehr,2
4676079-9,Fahrwiderstand,2
4569380-8,Kraftfahrzeuginsasse,2
4699279-0,Gurtstraffer,2
4144152-7,Baugruppe,2
4029919-3,Katalysator,2
4127408-8,Speditionskaufmann,2
4169678-5,Methan,2
4169687-6,Methanolkraftstoff,2
4157040-6,Geschwindigkeitsverhalten,2
4022538-0,Gummi,2
4133165-5,Regelkreis,2
4125677-3,Dynamische Optimierung,2
4141045-2,Abgasturbolader,2
4011144-1,Datensicherung,2
4187810-3,Verkehrsforschung,2
4187881-4,Verlustleistung,2
4184696-5,Temperatursensor,2
4116577-9,Sportwagen,2
4130350-7,Referenzmodell,2
4403262-6,CA-Technik,2
1159993491,Real Driving Emissions,2
4140908-5,Gehweg,2
1064675859,Traktionsbatterie,2
1109064845,Hochvolt,2
7737434-4,Kraftfahrzeugservicemechaniker,2
4399151-8,Interstate highway,2
4127842-2,Hydrostatik,2
4348644-7,Polymercompound,2
4131757-9,Weichmacher,2
4014162-7,Elastomer,2
4372382-2,Verarbeitungseigenschaft,2
4217961-0,Mechanische Eigenschaft,2
4181068-5,Servolenkung,2
4048245-5,Rad-Schiene-System,2
4425144-0,Linienbus,2
4180573-2,Schwungrad,2
4219700-4,Schiffsmotor,2
4046249-3,Plasma,2
4162352-6,Ionentriebwerk,2
4312250-4,Hochleistungswerkstoff,2
7703945-2,Software-in-the-loop,2
4528431-3,V-Modell,2
7536943-6,Kognitiver Funk,2
4043541-6,Omnibusverkehr,2
4766879-9,Fahrgast,2
4060690-9,Transportkosten,2
4072712-9,Identifikation,2
4113411-4,Elektrische Energietechnik,2
1135924376,Bewegungsregelung,2
7770775-8,Parkraumbewirtschaftung,2
4136423-5,Fahrleitung,2
4021250-6,Gleis,2
4364462-4,Flugtriebwerkmechaniker,2
4357300-9,Stabilisierung,2
4004037-9,Axialverdichter,2
4133187-4,Temperaturmessung,2
4037790-8,Maschinenbau,2
4013396-5,Dynamisches System,2
4033774-1,Kupplung,2
1144885965,Kooperatives System,2
4282630-5,ISO-Norm,2
7578671-0,Motorsteuerung,2
7623494-0,Cloud Computing,2
4820176-5,Metaheuristik,2
4206985-3,Robuste Regelung,2
4112646-4,Auswirkung,2
4396128-9,Serviceroboter,2
4261715-7,Reynoldssche Gleichung,2
4221617-5,Mikrosystemtechnik,2
7676145-9,Kreuzfahrtschiff,2
4126054-5,Hafenanlage,2
4461683-1,Scherschicht,2
4701310-2,Superkondensator,2
4154215-0,Festtreibstoff,2
