id,subject_name,frequency
118636545,"Zeppelin, Ferdinand von 1838-1917",3
4039677-0,Mitteleuropa,3
4042579-4,Nordsee,3
4023349-2,Hannover,3
4008767-0,Bürgerbeteiligung,3
4035334-5,Lenkflugkörper,3
1135937567,Modellprädiktive Regelung,3
4415875-0,Netzstabilität (Elektrische Energietechnik),3
7653213-6,Plattform (Kraftfahrzeugbau),3
4348092-5,Hindenburg (Luftschiff),3
4018145-5,Frankreich,3
4140911-5,Fußgängerzone,3
4038692-2,Mercedes (Marke),3
4346401-4,Wertschöpfungskette,3
4061706-3,Unfallverhütung,3
4389159-7,Rapid Prototyping (Fertigung),3
4022153-2,Großbritannien,3
4177550-8,Reifengeräusch,3
4130268-0,Wälzreibung,3
4136888-5,Rotor (Drehflügel),3
1016875-8,Nationalsozialistisches Kraftfahr-Korps,3
4318539-3,Sozioökonomischer Wandel,3
4219673-5,Lärmarme Konstruktion,3
4137210-4,Ostseeraum,3
4134175-2,Überwachung,3
4162070-7,Internationaler Güterverkehr,3
4322449-0,Weltraummüll,3
4047968-7,Qualitätskontrolle,3
4064211-2,Wärmeübertragung,3
4017396-3,Flächennutzung,3
4154757-3,Fluglärm,3
4008135-7,Bremen,3
4060356-8,Toleranz (Technik),3
4121178-9,Elektrizitätsversorgungsnetz,3
4275233-4,Terminal (Gebäude),3
4117265-6,Turbulente Strömung,3
4061629-0,Umweltverträgliches Produkt,3
4168847-8,Manövrierfähigkeit,3
4013284-5,Duisburg,3
4041924-1,Neuss,3
4013255-9,Düsseldorf,3
4155585-5,Füllstoff,3
118652133,"Ballin, Albert 1857-1918",3
4039336-7,Militärische Raumfahrt,3
4522522-9,Klappe (Flugzeug),3
4012514-2,Distribution (Physische Distribution),3
4058282-6,Stuttgart,3
4058082-9,Strömungswiderstand,3
4033480-6,Küstenschifffahrt,3
4116645-0,Strömungsakustik,3
4332716-3,Leitsystem (Technik),3
118635336,"Wright, Orville 1871-1948",3
118635352,"Wright, Wilbur 1867-1912",3
4180564-1,Schwingungsdämpfung,3
118534300,"Ford, Henry 1863-1947",3
4058286-3,Stuttgart,3
4061159-0,Tür,3
4023568-3,Harz,3
4062942-9,Verkehrslärm,3
4039316-1,Militärflugzeug,3
4126692-4,Spurführung,3
4115806-4,Rüstungsindustrie,2
4142507-8,Anker (Schiffbau),2
4305081-5,Maybach-Motorenbau-GmbH,2
4704960-1,Maybach (Marke),2
4044107-6,Ostsee,2
4075730-4,Ostblock,2
118589229,"Oberth, Hermann 1894-1989",2
4273774-6,Störsender,2
4260006-6,Getriebegehäuse,2
4012928-7,Drehflügelflugzeug,2
4265706-4,Druckströmung,2
4042483-2,Nordamerika,2
4182752-1,Stadtökonomie,2
4074335-4,London,2
4044660-8,Paris,2
4115643-2,Prognosequalität,2
4239265-2,Ventilströmung,2
4035236-5,Leistungsfähigkeit,2
4051176-5,Sachsen,2
4047194-9,Preußen,2
4126492-7,Raumfahrt (Motiv),2
1007920-8,National Air and Space Museum,2
4293741-3,Kontakt (Reibung),2
4043212-9,Ökonometrisches Modell,2
4128013-1,Seeräuberei,2
4301582-7,Blohm-&-Voss-Aktiengesellschaft,2
4074823-6,Militärtechnik,2
4371679-9,Flughafen Wien-Schwechat (Schwechat),2
4314530-9,Geschäftsverbindung,2
2294-9,USA,2
4719748-1,Columbia (Raumtransporter),2
4475739-6,Mir (Raumstation),2
4188028-6,Verspätung,2
4027386-6,Internationale Wettbewerbsfähigkeit,2
4138784-3,Verschwörungstheorie,2
4209283-8,Einflussgröße,2
4165462-6,Kraftübertragung,2
4240639-0,Modularität,2
4223616-2,Standortfaktor (Wirtschaft),2
4124516-7,Abschlussprüfung,2
4011150-7,Datenübertragung,2
4001328-5,Alpen,2
4227294-4,Interferenzstörung,2
4139504-9,Beobachter (Kybernetik),2
7675980-5,Ökosystemmanagement,2
4121501-1,Präferenz,2
4076778-4,Römisches Reich,2
7711802-9,ISO/DIS 26262,2
4327864-4,Gefahrgutbeförderungsrecht,2
4612856-6,Überschlag (Verkehr),2
4226399-2,Dynamische Stabilität,2
4150850-6,Düsenströmung,2
4157446-1,Glas-Kautschuk-Übergang,2
4195525-0,Zuverlässigkeitstheorie,2
103887131X,Drahtlose Energieübertragung,2
4064163-6,Wälzlager,2
4825546-4,Bestärkendes Lernen (Künstliche Intelligenz),2
13253-6,European Space Agency,2
4377075-7,Emissionsüberwachung,2
4133321-4,Fluggerätbauer,2
4361833-9,Fluggerätmechaniker,2
7849326-2,Rollenprüfstand,2
4129826-3,Zustandsschätzung,2
4224489-4,Hypermobilität,2
4176585-0,Qualitätsaudit,2
4065837-5,Wettbewerbsfähigkeit,2
4078029-6,Südkorea,2
4039058-5,Mexiko,2
4132435-3,Kühlung,2
4391452-4,Rendezvous (Raumfahrt),2
4154525-4,Flächennutzungsplanung,2
4183398-3,Störsicherheit,2
4278000-7,Internalisierung (Wirtschaft),2
4007405-5,Bodensee-Gebiet,2
4121467-5,Personenbeförderung,2
4124257-9,Störgröße,2
4132479-1,Magnetosphäre,2
4034053-3,Lärmbelastung,2
4046496-9,Polen,2
4673911-7,Ballin-Haus (Hamburg),2
16330872-X,Hapag-Lloyd-Aktiengesellschaft Schiffsbetrieb,2
4139398-3,Ölhydraulik,2
4062110-8,Urbanität,2
4034711-4,Lauenburg/Elbe,2
4140206-6,Stoßdämpfer,2
4037687-4,Mars (Planet),2
4063089-4,Vermögensverwaltung,2
4139738-1,Flüssigerdgas,2
4059237-6,Technische Überwachung,2
4275777-0,Schiffsausrüstung,2
4113467-9,Erschöpfbare Ressourcen,2
4172668-6,Optische Nachrichtenübertragung,2
4160153-1,Hochfrequenzübertragung,2
4058406-9,Südasien,2
4043207-5,Ökologie,2
4075454-6,Norddeutschland,2
4022497-1,Güterwagen,2
4045005-3,Peenemünde,2
4243718-0,Deutschland (Westliche Länder),2
4366912-8,Evolutionärer Algorithmus,2
4190007-8,Wirbelströmung,2
4519163-3,Flächenkühlung,2
4189063-2,Wanderfeldröhre,2
4075720-1,Osmanisches Reich,2
4012995-0,Dresden,2
4094605-8,Hamburg-Altona,2
4129296-0,Geräusch,2
4124547-7,Anhänger,2
4276417-8,Geostationäre Umlaufbahn,2
4449731-3,Wechselbehälter,2
4095305-1,Hindenburgdamm,2
4156961-1,Geschäftsplan,2
118595881,"Porsche, Ferdinand 1875-1951",2
4003618-2,Augsburg,2
4129902-4,Aufzug (Fördermittel),2
4197873-0,Wirtschaftlichkeitsprüfung,2
4021441-2,Görlitz,2
4042742-0,Nürnberg,2
4205313-4,Koper,2
4050610-1,Rostock,2
4573103-2,Videoübertragung,2
4036510-4,Lüge,2
4003966-3,Maschinelle Übersetzung,2
4112701-8,Bekämpfung,2
4139780-0,Ölunfall,2
4039305-7,Militär,2
4125289-5,Brandbekämpfung,2
276358-8,Germanischer LLoyd AG,2
11896416X,"Armstrong, Neil 1930-2012",2
4278776-2,Transportbehälter,2
4183848-8,Stückgut,2
4063234-9,Verstädterung,2
4114020-5,Innovationsförderung,2
4172391-0,Öffentliches Verkehrsmittel,2
4037934-6,Werkstoffprüfung,2
4451322-7,Aktive Schalldämpfung,2
5015143-5,MAN-Nutzfahrzeuge AG,2
4043152-6,Öffentliche Meinung,2
4128512-8,Flugzeugträger,2
4521193-0,Überlastkontrolle,2
4112832-1,Bremsbetätigung,2
4068809-4,Arbeitsmobilität,2
4131375-6,Stoß (Technik),2
4138375-8,Netzführung,2
4029456-0,Kanada,2
4542600-4,Partition (Informatik),2
4438965-6,Humanitäre Hilfe,2
2007419-0,Daimler-Benz-Aktiengesellschaft,1
4008144-8,Bremerhaven,1
4764957-4,Hildebrand & Wolfmüller (Marke),1
4041620-3,Neptun (Planet),1
4062100-5,Uranus (Planet),1
4162926-7,Jupiter (Planet),1
4179170-8,Saturn (Planet),1
4287475-0,Bahnhofsvorplatz Stuttgart,1
118572970,"Lilienthal, Otto 1848-1896",1
4180679-7,Seetüchtigkeit,1
4049739-2,Rhein,1
4041522-3,Neckar,1
2112336-6,Ludwig & Jakob Götz KG,1
4078022-3,Süddeutschland,1
4015234-0,Rhein-Erft-Kreis,1
4055813-7,Sozialistische Staaten,1
4101307-4,Komatsu-Hanomag-Aktiengesellschaft,1
4049788-4,Rheinland,1
4074902-2,Mittelrhein-Gebiet,1
4075477-7,Nordschwarzwald,1
118686151,"Farnese, Alessandro 1520-1589",1
4205907-0,Notausrüstung,1
4106692-3,Schleswig,1
4100151-5,Deutsche Dampfschiffahrts-Gesellschaft Hansa,1
14631-6,Antwerpen Havenbedrijf,1
16058282-9,Zaha Hadid Architects,1
4042564-2,Niedersachsen,1
4240217-7,Formänderungsvermögen,1
4184333-2,Täuschung (Militär),1
1154506436,Stadtplanung (Motiv),1
4120591-1,Komplexitätstheorie,1
5531642-6,Concorde,1
4304583-2,Nichtstationärer Prozess,1
4326678-2,Antennenreflektor (Nachrichtentechnik),1
4032399-7,Kopenhagen,1
119134888,"Moulton, Alexander 1920-2012",1
4119808-6,Hafen Bremen (Bremen),1
4033422-3,Künste,1
4198594-1,Flugreise (Motiv),1
4138585-8,Fliegen (Motiv),1
116780659X,"Newey, Adrian 1958",1
4135032-7,Wärmeisolierstoff,1
4448628-5,Flüssigkeitsraketentriebwerk,1
4133665-3,Elektrizitätserzeugung,1
4328194-1,Hexapode (Robotik),1
4215791-2,Lebenszyklus (Wirtschaft),1
1037703324,Rebound-Effekt (Umweltökonomie),1
7705206-7,App (Programm),1
4288547-4,Klassifikator (Informatik),1
4139364-8,Nachrichtenübertragungstechnik,1
4043974-4,Osnabrück,1
4828501-8,Konzentrationslager Sachsenhausen (5) SS-Baubrigade,1
4049751-3,Rheine,1
4537504-5,Quetschströmung,1
4133871-6,Kältemittel,1
7576656-5,Dessau-Roßlau,1
1152232746,Belastung (Mechanik),1
4198763-9,Kalibrieren (Messtechnik),1
35433-8,Europäische Wirtschaftsgemeinschaft,1
4048989-9,Regensburg,1
4023996-2,Heidelberg,1
116798033,"Schütte, Johann 1873-1940",1
90509-4,Junkers-Flugzeug- und Motorenwerke,1
118776525,"Junkers, Hugo 1859-1935",1
4213103-0,"Hafen Husum (Husum, Kreis Nordfriesland)",1
10004313-6,Mercedes-Benz-Museum,1
4628737-1,Europa (Rakete),1
4829865-7,EADS Space Transportation Center Trauen,1
4038197-3,Mecklenburg,1
4054463-1,Selketalbahn,1
4130466-4,Harzquerbahn,1
4243771-4,Südharzbahn,1
4005044-0,Bayern,1
4079215-8,Westeuropa,1
4205304-3,Staat Braunschweig,1
4585451-8,Wasserrahmenrichtlinie,1
4011077-1,Darmstadt,1
4021652-4,Gotha,1
4126997-4,Thüringerwaldbahn,1
4201278-8,Wismar,1
4134191-0,Geschäftsreise,1
40335-0,Deutsche Reichspost,1
133790754,"Ansari, Anousheh 1966",1
119127415,"Curtiss, Glenn H. 1878-1930",1
4015512-2,Eschede,1
4031887-4,Kommunikationsstörung,1
4174068-3,Pflanzenöl,1
4715315-5,Vergabe- und Vertragsordnung für Bauleistungen,1
1032069-6,"Gebrüder-Eicher-Traktoren- und -Landmaschinen-Werke (Forstern, München)",1
4325341-6,Karl-Marx-Allee (Berlin),1
4758009-4,Hafen Kopenhagen (Kopenhagen),1
119378981,"Reiter, Thomas 1958",1
2014891-4,International Tracing Service,1
4053920-9,Schwellenländer,1
4642736-3,Rheinauhafen (Köln),1
4239714-5,Konzentrationslager Mittelbau-Dora,1
4079237-7,Westliche Welt,1
4201089-5,Cap Arcona (Schiff),1
4075127-2,Musikhören,1
4305684-2,Triumph (Marke),1
1135962553,Erde,1
4128014-3,Seeräuber,1
4101012-7,Minnesota,1
4222412-3,Fahrrad (Motiv),1
128889268,"Anderson, Johann 1674-1743",1
4842347-6,"Nachrichten von Island, Grönland und der Straße Davis",1
118702351,"Ciolkovskij, Konstantin Ėduardovič 1857-1935",1
4106304-1,Thüringen,1
4186611-3,Überlichtgeschwindigkeit,1
4061893-6,Unterelbe-Gebiet,1
4042185-5,Unterelbe,1
5190979-0,Pratt & Whitney Aircraft Company,1
4690491-8,Unterstützungssystem (Informatik),1
4139374-0,Architektur (Informatik),1
4439521-8,Komponente (Software),1
4137754-0,Radaufhängung,1
4127909-8,Geländefahrzeug,1
4125037-0,Flexibilität,1
4198736-6,Freiformfläche,1
4120995-3,Benutzerführung,1
4224133-9,Stettiner Maschinenbau-Actiengesellschaft Vulcan,1
7713023-6,Hub (Luftverkehr),1
4100337-8,Flughafen Frankfurt,1
2007937-0,Deutsche Lufthansa,1
118523422,Daimler,1
118509225,Benz,1
4768065-9,Eclipse (Programmierumgebung),1
7635475-1,Android (Systemplattform),1
4657143-7,OSGi-Standard,1
4191588-4,Geräuschmessung,1
4239366-8,Produkteinführung,1
4035333-3,Lenin-Werft,1
139948554,Kamm,1
4706893-0,ISO/TS 16949:2002,1
4378282-6,Qualitätshandbuch,1
1085673251,Mond,1
10333075-6,Raketen,1
4004785-4,Bauführung,1
4132622-2,Stratosphäre,1
4281858-8,Strategische Frühaufklärung,1
6037884-0,Automobilelektronik,1
4187680-5,Verfassungsmäßigkeit,1
7707222-4,Funktionalität,1
4455835-1,Agent (Informatik),1
4304375-6,Abschätzung,1
4186652-6,Übertragungsverhalten,1
4202927-2,Bö,1
4158521-5,Güterfernverkehr,1
4186308-2,Tropfengrößenbestimmung,1
1075656311,Bahnkörper,1
4052023-7,Schalldämmung,1
4326677-0,Berührungsfläche,1
4010875-2,Dämpfung,1
4419119-4,Luftdruck (Reifen),1
118966588,Glenn,1
4186638-1,Übersetzungsgetriebe,1
4034730-8,Laufrad (Strömungsmaschine),1
1139019171,Wasserhaushaltsgesetz,1
5143972-4,John F. Kennedy Space Center,1
4126457-5,Qualitätssicherung,1
4499555-6,Kühlkreislauf,1
4189219-7,Wasserkühlung,1
4140621-7,Nachlauf (Strömungsmechanik),1
4752240-9,Stack (Brennstoffzelle),1
4121608-8,Schätztheorie,1
4784715-3,Halbbrückenschaltung,1
4033395-4,Kühlwasser,1
4329946-5,Überhitzung,1
4126497-6,Reaktionsfähigkeit,1
4161676-5,Informationsübertragung,1
4419441-9,Ladungsträger (Logistik),1
4122982-4,Bus (Informatik),1
4496338-5,Aufklärungskampagne,1
4061165-6,Türken,1
4467816-2,Airport Berlin Brandenburg International,1
4100337-8,Flughafen Frankfurt (Frankfurt am Main),1
4613383-5,Motorgeräusch,1
4156156-9,Gebläse,1
4778709-0,Mittelmeerküste,1
4093976-5,Griechenland (Altertum),1
4037687-4,Mars,1
4069304-1,Berlin (West),1
4054058-3,"Seattle, Wash.",1
4166958-7,Laval-Düse,1
4295517-8,Strukturelle Stabilität,1
4003397-1,Atmosphäre,1
4136749-2,Elektrizitätsverbrauch,1
4065781-4,Westfalen,1
4263540-8,Internationales Luftbeförderungsrecht,1
132398-2,Britisch-Indien,1
4036361-2,"Los Angeles, Calif.",1
1059146835,Wegeführung,1
4153569-8,Fahrschüler,1
4114522-7,"Mars (Planet, Motiv)",1
4080413-6,Bad Birnbach,1
4338131-5,Luftströmung,1
4156307-4,Gehäuse,1
4220909-2,Überholen,1
4191237-8,Zweikörperproblem,1
4186622-8,Überschallflugzeug,1
4140195-5,Fahrstabilität,1
4778903-7,Registrierung (Bildverarbeitung),1
4187848-6,Verkehrszählung,1
7727649-8,Rüttelstreifen,1
4036394-6,Louisiana,1
4229881-7,Konsumgüterhandel,1
4178319-0,Röntgenpulsar,1
4029839-5,Kasachstan,1
7859045-0,Effektivität,1
4044257-3,Ozeanien,1
4042567-8,Nord-Ostsee-Kanal,1
4185836-0,Tragflügeltheorie,1
4139195-0,Instabilität,1
6040991-5,Traktor (Körperschaft),1
1025024370,Compass (Satellitennavigation),1
118573489,List,1
1236717007,Little Schuylkill-Eisenbahn,1
4203793-1,Temperaturabhängigkeit,1
4137414-9,Personenkraftwagen (Motiv),1
4216587-8,Raststätte,1
1121110479,Microgrid (Energietechnik),1
4167992-1,Ljapunov-Stabilitätstheorie,1
4269915-0,Stellgröße,1
4155413-9,Frequenzstabilität,1
4256351-3,Granulärer Stoff,1
4162000-8,Interferenz (Physik),1
4259899-0,Selbstzündung,1
4141046-4,Abgaswärme,1
4064199-5,Wärmerückgewinnung,1
4135418-7,Unterschallströmung,1
5185691-8,Nordhessischer Verkehrsverbund,1
4263571-8,Bahnübergang,1
4136183-0,Weiche (Eisenbahn),1
4133942-3,Kompressionskältemaschine,1
1209785226,Narrativ (Sozialwissenschaften),1
2098909-X,Continental Aktiengesellschaft,1
4064195-8,Wärmepumpe,1
4162985-1,Kältemittelkreislauf,1
4333781-8,Anströmung,1
4279743-3,Kohlenstofffaserverstärkter Thermoplast,1
4171761-2,Nichtlineare Stabilitätstheorie,1
1068652438,Lineare Stabilitätstheorie,1
4219941-4,Sportbootführerschein See,1
4127712-0,Stromversorgungsgerät,1
4334479-3,Alternde Bevölkerung,1
4136065-5,Nichtlineares Phänomen,1
4073841-3,Kroatien,1
4804018-6,Hülle,1
4224116-9,Stoßdämpfung,1
5082855-1,Niʿmatallāhīya,1
4226314-1,Mikrowellenübertragung,1
4580265-8,Unüberwachtes Lernen,1
4129317-4,Berufliche Mobilität,1
139644857,"Blohm, Hermann 1848-1930",1
4121644-1,Schwingungsdämpfer,1
4172248-6,Oberflächenladung,1
4319363-8,Regeneration (Chemie),1
4446689-4,Manchester Ship Canal,1
102679028X,Long Term Evolution Advanced,1
4163236-9,Kapazität,1
2000379-1,Allgaier-Werke (Uhingen),1
4008069-9,Braunschweig,1
4284135-5,Werkstoffschädigung,1
4124997-5,Gießen (Urformen),1
4064180-6,Wärmebehandlung,1
1054447438,Ermüdung bei sehr hohen Lastspielzahlen,1
4561338-2,Ermüdung bei hohen Lastspielzahlen,1
4113594-5,Fördertechnik,1
4188760-8,Voyager (Raumsonde),1
4166384-6,Ladegerät,1
4076308-0,Prävention,1
4033178-7,Kriminalität,1
4189966-0,Winkelauflösung,1
4171842-2,Niederfrequentes Geräusch,1
4150635-2,Dreidimensionale Strömung,1
4137410-1,Kanalströmung,1
118573101,"Lindbergh, Charles A. 1902-1974",1
118573098,"Lindbergh, Anne Morrow 1906-2001",1
4210217-0,Störsignal,1
4236803-0,Berührungslose Messung,1
4191085-0,Zündverzug,1
4384088-7,Gigant (Bagger),1
4299856-6,Mittlere Elbe,1
4188877-7,Wärmeübergang,1
4057696-6,Stoffübertragung,1
4179567-2,Schifffahrt (Motiv),1
4004617-5,Basel,1
4000687-6,Afghanistan,1
4059979-6,Thüringen,1
4086982-9,Bayern,1
4106814-2,Schwerin,1
119361604,"Focke, Henrich 1890-1979",1
4036486-0,Lübeck,1
103048-6,International Society of Securities Administrators,1
4178671-3,Rüstungspolitik,1
4194738-1,Berlin- Prenzlauer Berg,1
4371389-0,NSU (Marke),1
2020392-5,NSU-Motorenwerke,1
4196043-9,Schlepper (Schiff),1
4237739-0,Linienführung,1
4090048-4,Bremen-Steintor,1
4498025-5,"Columbus (Schiff, 1924-1940)",1
4497225-8,"C. Columbus (Schiff, 1997-)",1
4374958-6,Booster (Raumfahrttechnik),1
4455026-1,Überprüfung,1
4053369-4,Schüler,1
4435234-7,Ballistischer Flugkörper,1
4187808-5,Verkehrsfläche,1
4430244-7,Abeking & Rasmussen Schiffs- und Yachtwerft,1
4362310-4,Eisenbahnneuordnungsgesetz,1
4324207-8,Mittlerer Neckar,1
4004176-1,Baden-Württemberg,1
4025352-1,Höhenmessung,1
4005198-5,Bedürfnis,1
4126670-5,Spätverkehrszeit,1
4142412-8,Angebotselastizität,1
4075488-1,Nordwesteuropa,1
4372943-5,Schiffswerft Henry Koch AG,1
4468158-6,Harburger Binnenhafen (Hamburg),1
2110416-5,Turn- und Sportverein Woltmershausen von 1890,1
119012197,"Albring, Werner 1914-2007",1
4273820-9,Gorodomlja,1
118619411,"Strousberg, Bethel H. 1823-1884",1
4000158-1,Abkürzung,1
121402290,"Lutzmann, Friedrich 1859-1930",1
2054056-5,John T. Essberger (Hamburg),1
4120544-3,Kapazitätsplanung,1
4127897-5,Fähre,1
4133147-3,Küstenfunkstelle,1
4185833-5,Tragflügelbau,1
4486666-5,Richten (Fertigung),1
4002924-4,Arktis,1
4459324-7,Unterer Ob,1
4152703-3,Erdöltransport,1
2174706-4,"Expo, 2000 Hannover",1
4002827-6,Archäologie,1
4078951-2,Vor- und Frühgeschichte,1
4004238-8,Bagdadbahn,1
4486444-9,Borgward (Marke),1
4122815-7,Anzeige (Technik),1
4114458-2,Luftkühlung,1
118702459,"Drais, Karl 1785-1851",1
4075458-3,Nordfriesland,1
4124224-5,Sozialverträglichkeit,1
124221823,"Ohain, Hans von 1911-1998",1
4419990-9,Nagel (Technik),1
118528750,"Eckener, Hugo 1868-1954",1
4148266-9,Concorde (Flugzeug),1
118554786,"Hundertwasser, Friedensreich 1928-2000",1
4061447-5,Uelzen,1
4125665-7,Kuriosität,1
4351499-6,VOC (Ökologische Chemie),1
4079203-1,Westafrika,1
4028456-6,Jamaika,1
4090130-0,Bristol,1
4152891-8,Erschütterung,1
4058710-1,Sylt,1
4065764-4,Westerland,1
4101184-3,Niebüll,1
4049799-9,Rhein-Main-Gebiet,1
128626631,"Ford, Edsel 1893-1943",1
271699-9,"Ford Motor Company (Dearborn, Mich.)",1
4036862-2,Madrid,1
4080409-4,Bilbao,1
4004503-1,Barcelona,1
4062284-8,Valencia,1
2019917-X,Robert Bosch GmbH,1
4393037-2,Starter (Kraftfahrzeug),1
2040035-4,Hanomag-Henschel-Fahrzeugwerke (Hannover),1
4130011-7,Lärmschutzwand,1
4409237-4,Einfügungsdämpfung,1
4042530-7,Nordische Staaten,1
4185608-9,Tödlicher Unfall,1
4195461-0,Bewältigung,1
4168131-9,Lokomotivführer,1
6042306-7,Lockheed Martin,1
118840843,"Essers, Ilse 1898-1994",1
4807387-8,Queen Mary 2 (Schiff),1
4144481-4,Benutzerrückmeldung,1
2007493-1,Deutsche Gesellschaft zur Rettung Schiffbrüchiger,1
4094792-0,Harzvorland,1
4065004-2,Militärpolitik,1
4014170-6,Elbe,1
4008415-2,Brückenbau,1
4281072-3,Schlüsselindustrie,1
5086422-1,Deutsche Flugsicherung GmbH,1
4202646-5,Stressbewältigung,1
4402067-3,Cassini (Raumsonde),1
4213931-4,Lüftungsanlage,1
4134707-9,Energieübertragung,1
4061563-7,Ultraschallprüfung,1
4084992-2,Alpenländer,1
4504802-2,Pratt & Whitney Company,1
4490847-7,Umweltverträglichkeitsuntersuchung,1
10013209-1,Museum für Kommunikation Nürnberg,1
4125874-5,Nachrüstung (Technik),1
4112708-0,Benutzungsgebühr,1
4181158-6,Sicherheitsbedürfnis,1
4405042-2,Arbeitsweise (Technik),1
4313197-9,Nachtsichtgerät,1
7531433-2,"Velocity (Framework, Informatik)",1
4098291-9,Messerschmitt-Bölkow-Blohm GmbH,1
118581376,"Messerschmitt, Willy 1898-1978",1
4107454-3,Unterweser-Gebiet,1
11854814X,"Heinkel, Ernst 1888-1953",1
4235290-3,Ernst-Heinkel-Flugzeugbau GmbH,1
136951-9,Ernst Heinkel Flugzeugwerke,1
4138276-6,Privatflugzeugführer,1
7585648-7,Wurmbergseilbahn,1
4029413-4,Kamerun,1
4278334-3,Sovereign of the Seas (Schiff),1
4125435-1,Sperrmüll,1
4029344-0,Kalkutta,1
4277087-7,Halogenglühlampe,1
4112722-5,Berlin-Tempelhof,1
4477598-2,Flughafen Berlin-Tempelhof,1
4377258-4,Sekundärleistung,1
4442557-0,Flugmanöver,1
4274177-4,Bugatti (Marke),1
4114598-7,Militärische Bedrohung,1
4020008-5,Gemeinnütziges Wohnungsunternehmen,1
213630-2,Verband Westfälischer und Lippischer Wohnungsunternehmen,1
