id,subject_name,frequency
4127347-3,Brennkammer,4
4144870-4,Beschleunigung,4
4140926-7,Funknavigation,4
4802620-7,Big Data,4
7741477-9,Fahrradstation,4
4221753-2,Querdynamik,4
4155619-7,Fuhrpark,4
4187838-3,Verkehrsteilnehmer,4
4260083-2,Verkehrsknotenpunkt,4
4131397-5,Echtzeitsystem,4
4001446-0,Alter,4
4001307-8,Alltag,4
4077587-2,Sozialer Wandel,4
4057633-4,Stochastisches Modell,4
4309013-8,Verbesserung,4
4170433-2,Mondflug,4
4016310-6,Fahrstreifen,4
4189371-2,Wegewahl,4
4129949-8,Museumsbahn,4
4038301-5,Meer,4
4125542-2,Kommunikationssystem,4
4191975-0,Rollkontakt,4
4064317-7,Wahrnehmung,4
4138307-2,Oldtimer,4
4699512-2,Weltraumtourismus,4
4048590-0,Raumordnung,4
4016796-3,Fernerkundung,4
4014346-6,Elektronik,4
4136258-5,Unterwasserfahrzeug,4
4138189-0,Verkehrsgeografie,4
4017894-8,Forschung,4
4516622-5,Wasserstoffmotor,4
4161820-8,Innovationsprozess,4
4367264-4,Testen,4
4170439-3,Mondlandung,4
4124132-0,Schiffsdieselmotor,4
4277099-3,Sicherheitsgerechte Konstruktion,4
4157219-1,Getriebetechnik,4
4020807-2,Getriebe,4
4014715-0,Energiepolitik,4
4113450-3,Entwicklung,4
4352769-3,Flugerprobung,4
4135102-2,Fahrbahndecke,4
4153577-7,Fahrweg,4
4137876-3,Energiebedarf,4
4133846-7,Ladegut,4
4171529-9,Netzwerk,4
4047347-8,Produktion,4
4158722-4,Hafenwirtschaft,4
4153537-6,Fahrbahn,4
4013585-8,Effizienz,4
4061226-0,Turbine,4
4112767-5,Binnenhafen,4
4168247-6,Luftfahrzeugantrieb,4
4184655-2,Telemetrie,4
4311226-2,Objektverfolgung,4
4613597-2,Bremspedal,4
4582612-2,Datenfusion,4
4044677-3,Parken,4
4143246-0,Astrodynamik,4
4220855-5,Finite-Volumen-Methode,4
4187837-1,Verkehrstechnik,4
4127484-2,Himmelsmechanik,4
4004687-4,Batterie,4
4049098-1,Reibung,4
4364380-2,Cockpit,4
1188755676,5G,4
4014360-0,Elektronisches Bauelement,4
4121590-4,Risikomanagement,4
4140216-9,Bremsung,4
4006684-8,Bildverarbeitung,4
4264283-8,Bilderkennung,4
4068497-0,Akkumulator,4
4137042-9,Risikoanalyse,4
4116564-0,Spezialschiff,4
7540075-3,MIMO,4
4129710-6,Pendelverkehr,4
4129991-7,Straßenbeleuchtung,4
4133168-0,Aerothermodynamik,4
4206759-5,Satellitendynamik,4
4078299-2,Tieftemperaturtechnik,4
4038824-4,Sensor,4
4145578-2,Binnenschiff,4
4041169-2,Nahverkehr,4
4018406-7,Tourismus,4
4079167-1,Zweiter Weltkrieg,4
4047390-9,Prognose,4
7651795-0,Mathematische Modellierung,4
4059360-5,Telekommunikation,4
4368704-0,Hindernis,4
4062909-0,Verkehrsbedienung,4
4154763-9,Flugpassagier,4
4417807-4,Mikrowellenplasma,4
4138305-9,Mechanische Schwingung,4
4066375-9,Wirbelstromverfahren,4
4047987-0,Quanteninterferometer,4
4223741-5,Nietverbindung,4
4062940-5,Verkehrsinvestition,4
4030550-8,Kind,4
4001573-7,Aluminium,4
4129183-9,Verbindungstechnik,4
4052449-8,Schiffsunfall,4
4000107-6,Abfallwirtschaft,4
4179367-5,Schallmessung,4
4187137-6,Unwuchtschwingung,4
4484317-3,Logistiksystem,4
4139163-9,Transportplanung,4
4120509-1,Internationaler Vergleich,4
4308413-8,Logistikunternehmen,4
4049275-8,Reise,4
4124948-3,Gewitter,4
4213292-7,Transrapid,3
4458418-0,Hanomag,3
4136102-7,Rekonstruktion,3
4017652-6,Flugmodell,3
4074570-3,Marine,3
4033971-3,Lackierung,3
4317872-8,Liegerad,3
4113407-2,Eisenbahnreise,3
4129621-7,Winterdienst,3
4456131-3,Bordradar,3
4042626-9,Normung,3
4072819-5,Innenarchitektur,3
4163525-5,Kavitation,3
7746756-5,Maritime Wirtschaft,3
4191103-9,Zugang,3
4017182-6,Finanzierung,3
4143413-4,Aufsatzsammlung,3
4138914-1,Produktionssystem,3
4047118-4,Preispolitik,3
4176765-2,Radar,3
4145167-3,Bewegungswahrnehmung,3
4513273-2,Autobahnnetz,3
4116522-6,Softwareentwicklung,3
4121677-5,Softwarearchitektur,3
4178546-0,Rotordynamik,3
4160722-3,Hubschrauberrotor,3
4055720-0,Soziale Kosten,3
4037625-4,Marktanteil,3
4133764-5,Fehlererkennung,3
4151718-0,Elektrische Aufladung,3
4450741-0,Wohnstandort,3
4142753-1,Antriebsregelung,3
4131349-5,Meereis,3
4187357-9,Validierung,3
4130125-0,Raumstruktur,3
4205974-4,Motorisierung,3
4474079-7,City-Logistik,3
4044874-5,Patent,3
4120997-7,Berechnung,3
4014733-2,Energieverbrauch,3
4113987-2,ICE,3
4036283-8,Lokomotive,3
4485368-3,Schiffsfrachtverkehr,3
4367346-6,Bequemlichkeit,3
4032522-2,Korrosionsschutz,3
4057884-7,Straßenbahn,3
4125963-4,Luftwaffe,3
4179877-6,Schnellstraße,3
4068943-8,Aufmerksamkeit,3
4146169-1,Bodenstation,3
4472708-2,Seetransport,3
4114301-2,Kraftfahrzeugrad,3
4057883-5,Straße,3
4222416-0,Highway,3
4128633-9,Meerestechnik,3
4154743-3,Flugbahn,3
4390751-9,Altauto,3
4658795-0,Infotainment,3
4210346-0,Feldbus,3
4127374-6,Krisenmanagement,3
4381631-9,Raumanzug,3
4246866-8,Logistikplanung,3
4469562-7,Luftschiffbau,3
4186853-5,Unfallursache,3
4268553-9,Eisenbahngesellschaft,3
4282633-0,Nebenaggregat,3
4438735-0,Treibhausgas,3
4011134-9,Datenschutz,3
4260022-4,Kraftfahrzeugzulieferindustrie,3
4005541-3,Benutzerfreundlichkeit,3
4124022-4,Rakete,3
4010996-3,Dampfschiff,3
4313183-9,Flugplan,3
4018370-1,Freistrahl,3
4128252-8,Kommunikationsprotokoll,3
4176198-4,Psychoakustik,3
7658958-4,Schwingungsakustik,3
4062644-1,Verbraucherverhalten,3
4138354-0,Lebensstil,3
4016899-2,Fertigung,3
4054001-7,Schwingungsbelastung,3
4137151-3,Kernenergieantrieb,3
4515524-0,Eisenbahnsignalanlage,3
4191115-5,Zugsicherung,3
4113545-3,Fertigungsplanung,3
4389058-1,Mehragentensystem,3
4014196-2,Elektrische Bahn,3
4428654-5,Data Mining,3
4135577-5,Verifikation,3
4116673-5,Systemanalyse,3
4005461-5,Bemessung,3
4542738-0,Paralleler Hybrid,3
4457534-8,Temperaturverhalten,3
7707703-9,Bremsassistent,3
4154774-3,Flugverhalten,3
4171198-1,Nasse Fahrbahn,3
4063158-8,Verschmutzung,3
4000124-6,Abgaskatalysator,3
4493706-4,Erdgasantrieb,3
7681721-0,Lithium-Ionen-Akkumulator,3
4123687-7,Luftschall,3
4328790-6,Echtzeitsimulation,3
4038803-7,Messwerterfassung,3
7544630-3,Fahrzyklus,3
4078604-3,Unternehmenskooperation,3
4114575-6,Messtechnik,3
4066387-5,Wirkungsgrad,3
4038804-9,Messwertverarbeitung,3
4125733-9,Landstraße,3
4126276-1,Technisches System,3
4037589-4,Marketing,3
4128006-4,Motor,3
4003832-4,Außenhandel,3
4062926-0,Verkehrserziehung,3
4125547-1,Fahrzeugschwingung,3
4166350-0,Lackieren,3
4140394-0,Weltraumrecht,3
4073754-8,Kraftstoff,3
4059185-2,Taxi,3
4182733-8,Stadtautobahn,3
4740654-9,Flugroute,3
4005871-2,Berufsausbildung,3
4223326-4,Autobahnbau,3
4123192-2,Fehlertoleranz,3
4176776-7,Radarsignal,3
4267841-9,Autofahren,3
7658899-3,Unbemanntes Fahrzeug,3
4120658-7,Lebensraum,3
4021908-2,Gravitation,3
4166403-6,Ladungswechsel,3
4060847-5,Tribologie,3
4167607-5,Lidar,3
4032386-9,Kooperation,3
4005935-2,Berufsschule,3
4220659-5,Fahrzeugsitz,3
4026861-5,Industrieroboter,3
4129683-7,Handhabungstechnik,3
4002210-9,Antenne,3
4206329-2,Lagemessung,3
4620450-7,Lebenserhaltungssystem,3
1075612675,Cyberattacke,3
4116489-1,Sicherheitspolitik,3
4226174-0,Strukturdynamik,3
4158719-4,Hafenbau,3
4185934-0,Transportsystem,3
4153891-2,Feinstaub,3
4333165-8,Particle-Image-Velocimetry,3
4060633-8,Systemtransformation,3
4176775-5,Radarortung,3
4313254-6,Luftwiderstand,3
4156771-7,Geotechnik,3
4280406-1,Versuchsanlage,3
4157568-4,Gleisbau,3
4113446-1,Entscheidungsfindung,3
4329066-8,MATLAB,3
4307964-7,Sensorsystem,3
4136513-6,Metallischer Werkstoff,3
4136909-9,Fahrer,3
4059277-7,Technologietransfer,3
4522227-7,Brake-by-wire,3
4063153-9,Verschleiß,3
4032317-1,Kontrolltheorie,3
4254294-7,Stickstoffoxidemission,3
4057757-0,Stoßbeanspruchung,3
1135597375,Deep learning,3
4017975-8,Fortbewegung,3
1262258251,Brennstoffzellenfahrzeug,3
4146312-2,Bordcomputer,3
4450903-0,Polymer-Elektrolytmembran-Brennstoffzelle,3
4793676-9,Schwarmintelligenz,3
4155272-6,Datenerhebung,3
4132964-8,Nichtlineare Regelung,3
4221751-9,Bordinstrument,3
4140478-6,Positionierung,3
4054947-1,Signalverarbeitung,3
4314334-9,Objekterkennung,3
4684292-5,Sicherheitsanalyse,3
4116496-9,Siedlungsstruktur,3
4059261-3,Technisches Denkmal,3
4133722-0,Dieseleinspritzanlage,3
4137733-3,Jachtbau,3
4001997-4,Angebot,3
4041447-4,Nautik,3
4188174-6,Verzicht,3
4184401-4,Tankschiff,3
4120572-8,Klimaanlage,3
4140648-5,Titan,3
4442360-3,Fly by wire,3
4032684-6,Kraftfahrzeughandwerk,3
4140475-0,Dynamisches Verhalten,3
4272354-1,Antiblockiersystem,3
4179597-0,Schiffswiderstand,3
4113196-4,CAE,3
4228469-7,Bug,3
4644751-9,Airbus 380,3
4551489-6,Ruderanlage,3
4596653-9,Kentern,3
4528685-1,Kraftstoffanlage,3
4192358-3,Multimedia,3
4183811-7,Strukturoptimierung,3
4756620-6,KEP-Dienst,3
4426599-2,Kundenauftrag,3
7540330-4,Vermittlung,3
4121388-9,Großveranstaltung,3
4134341-4,Faserverbundwerkstoff,3
4710810-1,Forschungsflugzeug,3
4151486-5,Eisenbahnfahrzeug,3
4018398-1,Freizeitverkehr,3
4581632-3,Infrarotkamera,3
4415889-0,Schiffsoffizier,3
4011123-4,Datenerfassung,3
4153178-4,Schallortung,3
4206780-7,Schwerlastverkehr,3
4346640-0,Schiffsklassifikation,3
4125280-9,Radsport,3
4121611-8,Schallfeld,3
4200074-9,Instandhaltungsplanung,3
4540327-2,Zweiradmechaniker,3
4010520-9,Containerverkehr,3
4205632-9,Behindertengerechte Gestaltung,3
4019416-4,Gasturbine,3
4176251-4,Psychophysik,3
4068234-1,Zweitaktmotor,3
4007096-7,Bleiakkumulator,3
4167271-9,Leistungsbewertung,3
4226177-6,Modalanalyse,3
4035633-4,Lichttechnik,3
4116384-9,Schiffsmodell,3
4261480-6,Systementwurf,3
4269073-0,Routing,3
4240945-7,Monte-Carlo-Simulation,3
4139312-0,Konstruieren,3
4154747-0,Flugboot,2
4444829-6,Triebfahrzeug,2
4134796-1,Privatbahn,2
4004361-7,Ballonfahrt,2
4018904-1,Funkortung,2
4259255-0,Hydroakustik,2
4034316-9,Landmaschine,2
4014054-4,Eisenbahnwagen,2
4064240-9,Wagen,2
4381028-7,Fahrzeit,2
4018026-8,Frachtschiff,2
4301232-2,Airbag,2
4648204-0,Abblendlicht,2
4133182-5,Spiegelung,2
4121387-7,Großprojekt,2
4132506-0,Handelsschifffahrt,2
4033203-2,Krise,2
4129721-0,Interpersonale Kommunikation,2
4114259-7,Kommunikationsforschung,2
4052413-9,Schiffsbesatzung,2
4126974-3,Teamwork,2
4024842-2,Hierarchie,2
4121706-8,Sprachbarriere,2
4190792-9,Zielerkennung,2
4335640-0,Restrukturierung,2
4037624-2,Marktanalyse,2
4332767-9,Kraftfahrzeugwirtschaft,2
4039806-7,Modellbau,2
4180562-8,Schwingungsanregung,2
1025494687,Programmierung durch Vormachen,2
4333112-9,Teilnetz,2
4513722-5,Abschaltung,2
4314339-8,Netzwerkverwaltung,2
4127451-9,Infrastrukturinvestition,2
4140044-6,Seilbahn,2
4035964-5,Literatur,2
4267570-4,Formel 1,2
4077624-4,Soziologie,2
4289060-3,Straßenbaufinanzierung,2
4416873-1,Fahrzeugindustrie,2
4013113-0,Druckmessung,2
1023785544,GNSS,2
4031975-1,Kompass,2
4031883-7,Kommunikation,2
4158614-1,Gyroskop,2
1069505412,Cyber-physisches System,2
4047441-0,Projektmanagement,2
4034354-6,Landschaftsplanung,2
4070083-5,Computer,2
7636249-8,Kritische Infrastruktur,2
4419012-8,Gieren,2
4189087-5,Wankbewegung,2
4073328-2,Kaufentscheidung,2
4649244-6,Mercury-Programm,2
4206228-7,Fahrgeschwindigkeit,2
4806684-9,Barrierefreiheit,2
